Termination time of Current method: 2813319 ms
Termination time of new approach: 41421 ms
+-----------------------------------------------------------------------------------------------------------------------------------------+ 
| #  | Type         | Nodes                                                             | Terminating OLD   | Termination NEW   | Time    |
| 368| non_recursive| [DeploymentComponent.init]                                        | yes               | yes               | -       |
| 369| non_recursive| [Network.init]                                                    | yes               | yes               | -       |
| 370| non_recursive| [TesterImpl.init]                                                 | yes               | yes               | -       |
| 371| recursive    | [entrywhile_4,while_4]                                            | yes               | yes               | -       |
| 372| non_recursive| [Network.run]                                                     | yes               | yes               | -       |
| 373| non_recursive| [Recorder.init]                                                   | yes               | yes               | -       |
| 374| non_recursive| [ReplicationSnapshotImpl.init]                                    | yes               | yes               | -       |
| 375| non_recursive| [ReplicationSystem.getClientDeployment]                           | yes               | yes               | -       |
| 376| non_recursive| [ReplicationSystem.getServerDeployment]                           | yes               | yes               | -       |
| 377| recursive    | [case_15,map]                                                     | yes               | yes               | -       |
| 378| non_recursive| [stateMachine]                                                    | yes               | yes               | -       |
| 379| non_recursive| [SyncClientImpl.init]                                             | yes               | yes               | -       |
| 380| non_recursive| [SyncClientImpl.run]                                              | yes               | yes               | -       |
| 381| non_recursive| [ReplicationSystem.getSyncClient]                                 | yes               | yes               | -       |
| 382| recursive    | [case_46,case_47,schedulemap]                                     | yes               | yes               | -       |
| 383| non_recursive| [SyncServerImpl.init]                                             | yes               | yes               | -       |
| 384| non_recursive| [Resource.init]                                                   | yes               | yes               | -       |
| 385| non_recursive| [SyncServerAcceptorImpl.init]                                     | yes               | yes               | -       |
| 386| non_recursive| [SyncServerClientCoordinatorImpl.init]                            | yes               | yes               | -       |
| 387| non_recursive| [SyncServerClientCoordinatorImpl.setSnapshot]                     | yes               | yes               | -       |
| 388| non_recursive| [SyncServerImpl.run]                                              | yes               | yes               | -       |
| 389| non_recursive| [ReplicationSystem.getSyncServer]                                 | yes               | yes               | -       |
| 390| non_recursive| [ReplicationSystem.init]                                          | yes               | yes               | -       |
| 391| non_recursive| [SyncServerImpl.getAcceptor]                                      | yes               | yes               | -       |
| 392| non_recursive| [list]                                                            | yes               | yes               | -       |
| 393| non_recursive| [UpdaterImpl.init]                                                | yes               | yes               | -       |
| 394| non_recursive| [lt]                                                              | yes               | yes               | -       |
| 395| non_recursive| [or]                                                              | yes               | yes               | -       |
| 396| non_recursive| [random]                                                          | yes               | yes               | -       |
| 397| recursive    | [entrywhile_7,while_7]                                            | yes               | yes               | -       |
| 398| non_recursive| [UpdaterImpl.assignContent]                                       | yes               | yes               | -       |
| 399| recursive    | [cont_13,entrywhile_8,if_13,while_8]                              | no                | yes               | -       |
| 400| non_recursive| [UpdaterImpl.chooseFile]                                          | yes               | yes               | -       |
| 401| non_recursive| [UpdaterImpl.makeChange]                                          | yes               | yes               | -       |
| 402| recursive    | [cont_12,entrywhile_6,if_12,while_6]                              | yes               | no                | -       |
| 403| non_recursive| [UpdaterImpl.run]                                                 | yes               | yes               | -       |
| 404| non_recursive| [SyncClientImpl.setAcceptor]                                      | yes               | yes               | -       |
| 405| non_recursive| [SyncClientImpl.setNetwork]                                       | yes               | yes               | -       |
| 406| recursive    | [entrywhile_10,while_10]                                          | yes               | yes               | -       |
| 407| recursive    | [entrywhile_9,while_9]                                            | no                | yes               | -       |
| 408| non_recursive| [ReplicationSystem.run]                                           | yes               | yes               | -       |
| 409| recursive    | [entrywhile_0,while_0]                                            | yes               | yes               | -       |
| 410| non_recursive| [ReplicationSystemMain.getCids]                                   | yes               | yes               | -       |
| 411| non_recursive| [ReplicationSystemMain.getMaxJobs]                                | yes               | yes               | -       |
| 412| non_recursive| [ReplicationSystemMain.getMaxUpdates]                             | yes               | yes               | -       |
| 413| non_recursive| [ReplicationSystemMain.getScheduleMapORIGIN_ScheduleDelta]        | yes               | yes               | -       |
| 414| non_recursive| [ReplicationSystemMain.getScheduleMap]                            | yes               | yes               | -       |
| 415| recursive    | [case_16,removeKey]                                               | yes               | yes               | -       |
| 416| recursive    | [case_12,without]                                                 | yes               | yes               | -       |
| 417| recursive    | [case_51,case_52,getSchedule]                                     | yes               | yes               | -       |
| 418| recursive    | [case_53,case_54,itemMapToSchedule]                               | yes               | yes               | -       |
| 419| non_recursive| [ReplicationSystemMain.getSchedulesORIGIN_ScheduleDelta]          | yes               | yes               | -       |
| 420| non_recursive| [ReplicationSystemMain.getSchedulesORIGIN_BusinessDelta]          | yes               | yes               | -       |
| 421| non_recursive| [ReplicationSystemMain.getSchedules]                              | yes               | yes               | -       |
| 422| non_recursive| [ReplicationSystemMain.init]                                      | yes               | yes               | -       |
| 423| non_recursive| [ReplicationSystemMain.run]                                       | yes               | yes               | -       |
| 424| non_recursive| [case_32]                                                         | yes               | yes               | -       |
| 425| non_recursive| [isAppendCommand]                                                 | yes               | yes               | -       |
| 426| non_recursive| [main]                                                            | yes               | yes               | -       |
+-----------------------------------------------------------------------------------------------------------------------------------------+
